timestamp,NO,NO2,O3,PM10,PM2.5
2023-01-12 06:00:00,11.1225,17.88,55.86,6.723333333333334,4.003333333333334
2023-01-12 07:00:00,10.055,17.685000000000002,59.370000000000005,7.323333333333333,3.876666666666667
2023-01-12 08:00:00,10.2425,20.315,56.7325,7.433333333333334,3.983333333333333
2023-01-12 09:00:00,10.3625,19.6325,56.875,8.813333333333334,4.406666666666667
2023-01-12 10:00:00,8.42,16.41,58.08,7.82,3.803333333333333
2023-01-12 11:00:00,6.7275,12.81,60.9175,6.463333333333334,3.703333333333333
2023-01-12 12:00:00,8.205,14.81,59.615,6.1000000000000005,3.3633333333333333
2023-01-12 13:00:00,12.1425,19.0,54.0725,6.9433333333333325,3.56
2023-01-12 14:00:00,11.3425,20.2725,54.5675,6.763333333333333,3.373333333333333
2023-01-12 15:00:00,13.5275,28.2425,45.445,7.336666666666666,3.86
2023-01-12 16:00:00,18.7075,31.7475,42.4275,6.84,3.93
2023-01-12 17:00:00,7.842499999999999,18.1725,55.6025,6.423333333333333,4.3
2023-01-12 18:00:00,8.1675,19.6475,54.2825,5.073333333333333,3.19
2023-01-12 19:00:00,6.805,17.9,54.79,4.733333333333333,3.1
2023-01-12 20:00:00,5.577500000000001,16.9175,54.6225,4.6433333333333335,3.16
2023-01-12 21:00:00,3.4075,14.325,55.6525,4.613333333333333,3.1333333333333333
2023-01-12 22:00:00,1.4375,9.325,59.7725,4.446666666666666,2.9066666666666667
2023-01-12 23:00:00,1.2325,8.36,61.865,4.1033333333333335,2.766666666666667
2023-01-13 00:00:00,1.85,6.145,65.45,4.016666666666667,2.5766666666666667
2023-01-13 01:00:00,0.7625000000000001,5.41,65.91,3.64,2.4566666666666666
2023-01-13 02:00:00,1.67,5.977499999999999,63.4975,4.05,2.6166666666666667
2023-01-13 03:00:00,1.8275,6.2025,62.085,3.9466666666666663,2.74
2023-01-13 04:00:00,4.085,7.9025,67.8925,3.59,2.306666666666666
2023-01-13 05:00:00,2.4075,7.9975,68.6575,3.63,2.3266666666666667
2023-01-13 06:00:00,5.2875000000000005,11.76,61.41,4.976666666666667,3.2466666666666666
2023-01-13 07:00:00,9.47,15.954999999999998,56.045,6.213333333333334,3.8333333333333335
